"bill_date","bill_time","bill_no","member_id","sku_code","sku_name","qty","sales"
2022-09-08,"18:08:35  น.","ec889025","c4f419d8",7022022,"ซุปฟักทอง",1,75.7016
2022-09-08,"18:10:34  น.","b2f663c9","",7005019,"ชาร้อน Mixed Berry",1,67.3801
2022-09-08,"18:10:34  น.","b2f663c9","",7004038,"โกโก้ร้อน",1,75.7016
2022-09-08,"18:28:46  น.","2772476b","1fd497da",7023054,"สลัดแร็ปอะโวคาโด",1,117.2913
2022-09-08,"18:41:14  น.","17ad981d","e5286ecf",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-08,"18:51:49  น.","7250f3ba","60c86536",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-08,"18:54:36  น.","e7d4d718","4b4d723c",7001050,"Good at Heart",5,504.0675
2022-09-08,"19:03:14  น.","b9aa24f4","",7023043,"สลัดผักรวมอินทรีย์",1,117.2913
2022-09-08,"19:18:26  น.","2c2e0056","",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-08,"19:35:30  น.","dc574f53","833448c9",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"19:40:38  น.","83ebd688","4c8edd50",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"19:40:38  น.","83ebd688","4c8edd50",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-08,"19:49:58  น.","166ff22a","",7022024,"ซุปแครอทขิง",1,75.7016
2022-09-09,"10:17:39  น.","7403fd24","cec4b572",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"15:34:17  น.","ae90b86f","182606f2",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"12:01:21  น.","a9a1c473","0667eb2b",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"12:44:17  น.","cb0ebb7b","5f387cc2",7009018,"ลาเต้เย็น 240 ml#ขวด",1,45.7442
2022-09-09,"17:42:09  น.","2bd1cc48","8fffc41f",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"14:22:19  น.","f3cdf74e","f698705e",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"16:09:05  น.","bc1394b2","2a024326",7009018,"ลาเต้เย็น 240 ml#ขวด",1,61.4527
2022-09-09,"20:24:38  น.","66f4a2f5","",7009018,"ลาเต้เย็น 240 ml#ขวด",2,154.7158
2022-09-09,"10:58:44  น.","c0880df5","b0e04630",7009018,"ลาเต้เย็น 240 ml#ขวด",3,229.5826
2022-09-09,"15:26:12  น.","f2fefdb9","7bfae046",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"16:25:23  น.","f5f75565","",7009018,"ลาเต้เย็น 240 ml#ขวด",3,229.5826
2022-09-09,"12:11:14  น.","b85780e9","c1e4e7a2",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"21:35:16  น.","12e8e963","",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"15:49:50  น.","cbec7ec3","edd480fc",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",4,304.4405
2022-09-09,"13:21:25  น.","a8e27c41","0dd22566",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",3,229.5826
2022-09-09,"11:14:22  น.","629b3e0d","bfed9e07",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"13:14:49  น.","5c57b0c3","e4709b24",7009018,"ลาเต้เย็น 240 ml#ขวด",6,454.1563
2022-09-09,"11:48:20  น.","e0ce50b9","",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8668
2022-09-09,"11:50:40  น.","3af24f55","6f8de4f6",7023054,"สลัดแร็ปอะโวคาโด",1,117.2913
2022-09-09,"12:29:26  น.","0a2d9023","51c95bae",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"12:31:13  น.","31ae0868","",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-09,"12:34:14  น.","56046b20","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"12:38:03  น.","52891792","0d35cd4e",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-09,"14:25:09  น.","4be0a267","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"15:30:11  น.","6dcdf9ae","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"15:35:01  น.","578c0bd2","e9aa609f",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"16:48:12  น.","5e96f2b6","",7023054,"สลัดแร็ปอะโวคาโด",1,117.2913
2022-09-09,"19:35:35  น.","40197efc","c2058701",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"11:41:12  น.","cc6d56f6","",7001052,"Immune Booster",1,104.8135
2022-09-09,"11:41:12  น.","cc6d56f6","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"12:52:29  น.","7a2df148","",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"12:52:29  น.","7a2df148","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"12:58:32  น.","422abd6d","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"13:08:30  น.","7f62e7cd","3e67b4b4",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"13:08:30  น.","7f62e7cd","3e67b4b4",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"13:08:30  น.","7f62e7cd","3e67b4b4",7023040,"L-สลัดหมูหลุมย่าง",1,138.0817
2022-09-09,"13:08:30  น.","7f62e7cd","3e67b4b4",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"13:17:35  น.","44e17f86","f5f9c54a",7023039,"L-สลัดธัญพืช",1,138.0817
2022-09-09,"13:45:51  น.","6b9cd7ee","c2de3cc8",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-09,"17:25:07  น.","737d02e9","",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"17:51:43  น.","79e32fe3","",7023039,"L-สลัดธัญพืช",1,138.0906
2022-09-09,"18:15:25  น.","402609f1","c2f153b4",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"13:17:43  น.","de0d5089","1934bccc",7023040,"L-สลัดหมูหลุมย่าง",1,138.0817
2022-09-09,"13:17:43  น.","de0d5089","1934bccc",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-09,"13:28:59  น.","da802c3b","35e7dcf2",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"16:12:20  น.","f170f8e1","da80181a",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-09,"16:56:44  น.","fd251700","8e5c22a0",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"17:16:15  น.","ebd793bf","",7001049,"Flu Fighter",1,104.8135
2022-09-09,"17:34:36  น.","ed1c5154","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"17:53:01  น.","df85307b","eba6baa7",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"17:53:01  น.","df85307b","eba6baa7",7023051,"สลัดแร็ปอกไก่ย่าง",2,229.5826
2022-09-09,"18:43:27  น.","cb7b0058","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"20:07:09  น.","7cf9cdd1","",7001049,"Flu Fighter",1,104.8135
2022-09-09,"21:05:04  น.","591a48b3","76f81060",7023039,"L-สลัดธัญพืช",1,138.0817
2022-09-09,"10:11:27  น.","90da45da","fb46ebc8",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"11:25:26  น.","935e91b4","d160d971",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-09,"11:27:47  น.","a8dd09ff","",7022024,"ซุปแครอทขิง",1,75.7016
2022-09-09,"12:10:55  น.","97d3ed06","4f41e3e4",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"12:10:55  น.","97d3ed06","4f41e3e4",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-09,"12:17:13  น.","94573968","",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"12:37:48  น.","832ddd25","747639b7",7023050,"สลัดแร็ปหมูย่าง",1,117.3002
2022-09-09,"12:37:48  น.","832ddd25","747639b7",7006016,"น้ำผึ้งมะนาวอินทรีย์",1,75.7016
2022-09-09,"12:57:53  น.","bb2a9100","ae3ffb12",7023050,"สลัดแร็ปหมูย่าง",1,117.2824
2022-09-09,"13:24:03  น.","87a0a197","",7023054,"สลัดแร็ปอะโวคาโด",1,117.2913
2022-09-09,"13:27:12  น.","bde153eb","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"13:35:59  น.","b6bd14d6","442a5642",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"13:37:35  น.","8cfce6aa","",7004047,"อเมริกาโน่ส้มสายน้ำผึ้ง",1,96.492
2022-09-09,"13:42:58  น.","b77f7ee1","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"13:42:58  น.","b77f7ee1","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"13:42:58  น.","b77f7ee1","",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5737
2022-09-09,"13:45:12  น.","8eba58f3","153b7889",7004043,"ลาเต้เย็น",1,84.0231
2022-09-09,"13:45:12  น.","8eba58f3","153b7889",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"13:45:12  น.","8eba58f3","153b7889",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",5,379.2895
2022-09-09,"13:49:02  น.","b539c0b8","",7005016,"ชา Mixed Berry เย็น",1,67.3801
2022-09-09,"14:29:07  น.","b1b4bc0a","38d9154a",7001052,"Immune Booster",1,104.8135
2022-09-09,"17:57:00  น.","b076d63d","639a8e98",7023054,"สลัดแร็ปอะโวคาโด",1,117.2913
2022-09-09,"17:58:27  น.","89b3f02f","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"18:02:38  น.","b2306864","dad1b670",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"18:06:11  น.","88719a18","dad1b670",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"10:40:03  น.","7a393f97","",7023051,"สลัดแร็ปอกไก่ย่าง",1,128.9414
2022-09-09,"11:03:56  น.","41baa7dc","",7023044,"สลัดมันฝรั่งอินทรีย์",1,128.9325
2022-09-09,"11:52:52  น.","7bfb55a0","",7022021,"ซุปผักโขม",1,75.7016
2022-09-09,"11:52:52  น.","7bfb55a0","",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-09,"09:54:44  น.","662a0894","c9793f06",7009018,"ลาเต้เย็น 240 ml#ขวด",6,454.1563
2022-09-09,"16:18:39  น.","48dfc00e","a23c4d2d",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",2,154.7158
2022-09-09,"09:21:41  น.","93892afc","0494821f",7023033,"Mini-สลัดอกไก่ Low uric ย่าง",1,71.5453
2022-09-09,"10:05:38  น.","b5a47135","",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"11:16:14  น.","a840b872","78625849",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-09,"11:28:09  น.","9b1bb36a","",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-09,"11:41:52  น.","9ad9d95d","7c7ef33e",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-09,"11:53:46  น.","9dd07181","a1365e70",7004043,"ลาเต้เย็น",1,79.3684
2022-09-09,"12:47:40  น.","47a165ad","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"12:53:12  น.","777ebadb","20f9f7e3",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"13:15:51  น.","5f0aba6f","7b266b23",7001052,"Immune Booster",1,104.8135
2022-09-09,"13:32:32  น.","580312b3","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"16:07:57  น.","42a479ed","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"16:47:13  น.","76f6da29","e806d3dc",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"17:10:29  น.","4a7ceabe","f7a3b4ce",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-09,"17:16:14  น.","703d18c2","f454abce",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"18:26:27  น.","565a49ce","393da64d",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-09,"18:26:27  น.","565a49ce","393da64d",7023049,"สลัดแร็ปผักย่าง",1,117.2913
2022-09-09,"18:43:11  น.","6c1bbbb2","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"19:13:12  น.","0f3ca448","3ad13699",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"19:23:57  น.","06265d2c","",7001049,"Flu Fighter",1,104.8135
2022-09-09,"07:52:33  น.","43c14c78","",7023034,"M-สลัดผักย่างอินทรีย์",1,114.7993
2022-09-09,"10:28:08  น.","7842d433","",7001052,"Immune Booster",1,112.3073
2022-09-09,"10:28:08  น.","7842d433","",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"08:08:44  น.","f227a36a","aa96a973",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-09,"08:12:59  น.","cceb2da4","",7004046,"อเมริกาโน่น้ำผึ้งมะนาว",1,96.492
2022-09-09,"08:14:38  น.","f768b5ef","",7023032,"Mini-สลัดหมูหลุมย่าง",1,71.5453
2022-09-09,"08:30:29  น.","cf6ff9ca","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"08:42:55  น.","f52e0bb6","",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-09,"08:46:13  น.","c5f1d4c0","b392d563",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.4831
2022-09-09,"08:46:13  น.","c5f1d4c0","b392d563",7004043,"ลาเต้เย็น",1,84.0231
2022-09-09,"09:13:16  น.","fdf698e5","b399700d",7004046,"อเมริกาโน่น้ำผึ้งมะนาว",1,96.5009
2022-09-09,"09:15:21  น.","c7b76a99","c8231761",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"09:18:09  น.","fc34f2d2","8caf3c5c",7004043,"ลาเต้เย็น",1,84.0231
2022-09-09,"09:20:51  น.","c2f87c1c","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"09:23:37  น.","f97be457","",7004052,"เอสเพรสโซ่มะปี๊ด",1,96.492
2022-09-09,"09:26:47  น.","c33a162b","",7023054,"สลัดแร็ปอะโวคาโด",1,117.2824
2022-09-09,"09:26:47  น.","c33a162b","",7004034,"อเมริกาโน่ร้อน",1,71.5453
2022-09-09,"09:36:13  น.","faff3039","",7004046,"อเมริกาโน่น้ำผึ้งมะนาว",1,96.492
2022-09-09,"09:38:50  น.","fb3d5a0e","",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-09,"09:39:46  น.","d7c42608","3e09d169",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"09:56:13  น.","ec47be43","c4ad1d97",7004046,"อเมริกาโน่น้ำผึ้งมะนาว",1,96.492
2022-09-09,"09:59:02  น.","d6064c3f","9481e2c5",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.5009
2022-09-09,"10:41:13  น.","ed85d474","a8d4bc66",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-09,"11:53:48  น.","efc36a2d","44a58718",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-09,"12:29:04  น.","ee01001a","3911e178",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-09,"12:45:27  น.","eb4e169f","2d9317a1",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"12:57:31  น.","d10fe4e3","0eed35f5",7004045,"โกโก้เย็น",1,84.0231
2022-09-09,"13:42:51  น.","ea8c7ca8","a8d4bc66",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-09,"14:06:55  น.","d3495aba","eef0cecf",7004036,"ลาเต้ร้อน",1,75.7016
2022-09-09,"14:42:32  น.","d28b308d","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"15:09:00  น.","e908a8c6","f3786bad",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-09,"15:10:16  น.","d9d777b0","",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-09,"16:15:37  น.","d8151d87","7bad4b30",7004037,"มอคค่าร้อน",1,75.7016
2022-09-09,"10:10:00  น.","96a71bbb","6b74f08f",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"12:17:11  น.","bf5b7bfd","bfc5c0c3",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"12:46:58  น.","8acbb20e","2d9317a1",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"17:43:24  น.","f34bc6aa","91e3f874",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"17:46:45  น.","f604d02f","05e0f902",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"17:47:18  น.","cc452253","33c1565a",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"18:01:58  น.","f4426e76","6fc9de7a",7007016,"น้ำแข็งเปล่า",2,16.6412
2022-09-09,"18:09:28  น.","fedc437c","c750dbef",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"18:10:36  น.","c719656e","",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-09,"18:12:33  น.","c6db0f59","5bb0bee3",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"19:02:59  น.","dafdac29","",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"19:18:23  น.","ddf404f5","ac87525c",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"19:57:49  น.","60e8e476","f8820078",7023032,"Mini-สลัดหมูหลุมย่าง",1,71.5453
2022-09-09,"20:00:13  น.","5b6b7c3d","",7001049,"Flu Fighter",1,104.8135
2022-09-09,"18:34:59  น.","866e97ee","",7023043,"สลัดผักรวมอินทรีย์",1,128.9414
2022-09-09,"19:43:49  น.","13eab34c","",7023034,"M-สลัดผักย่างอินทรีย์",1,114.7993
2022-09-09,"10:46:46  น.","e616bd2f","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"10:46:46  น.","e616bd2f","",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-09,"10:50:22  น.","b8684ec3","7fd1ead6",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"11:01:39  น.","2dec6a61","",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-09,"11:30:26  น.","481101c6","3a7a7076",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-09,"11:49:50  น.","71d427d4","",7022022,"ซุปฟักทอง",1,75.7016
2022-09-09,"12:00:35  น.","e4500376","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"12:01:48  น.","ba2ef09a","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"12:09:15  น.","2faad438","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"12:16:28  น.","15eb2644","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"12:45:02  น.","2e68be0f","",7022024,"ซุปแครอทขิง",1,75.7016
2022-09-09,"12:48:00  น.","4b95d5a8","",7001049,"Flu Fighter",2,204.627
2022-09-09,"12:56:37  น.","85201463","2f66bfe8",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"12:59:10  น.","10a430c1","",7004060,"I/S ลาเต้",1,75.7016
2022-09-09,"13:03:22  น.","75595b66","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"13:36:14  น.","2b27a88a","",7004060,"I/S ลาเต้",1,75.7016
2022-09-09,"13:37:12  น.","4edac32d","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"13:37:12  น.","4edac32d","",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-09,"13:39:06  น.","db5ee78f","bb02846c",7023034,"M-สลัดผักย่างอินทรีย์",2,204.627
2022-09-09,"13:40:13  น.","84e27e54","bb02846c",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"13:40:13  น.","84e27e54","bb02846c",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-09,"13:41:29  น.","11665af6","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-09,"13:45:09  น.","749b3151","c568aa7b",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-09,"13:45:54  น.","e11f15f3","",7007015,"น้ำผึ้งมะนาวโซดา",1,75.7016
2022-09-09,"13:49:30  น.","4f18a91a","0bf7739c",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-09,"14:00:56  น.","da9c8db8","",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-09,"14:27:56  น.","76dd8f08","",7004042,"คาปูชิโน่เย็น",1,84.0231
2022-09-09,"14:34:55  น.","e359abaa","71262273",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-09,"14:57:45  น.","4d5e1743","0e4c2fc8",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-09,"15:35:45  น.","d8da33e1","c69b7e48",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-09,"15:35:45  น.","d8da33e1","c69b7e48",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"15:42:43  น.","8766aa3a","",7023043,"สลัดผักรวมอินทรีย์",1,117.2913
2022-09-09,"15:43:23  น.","12e28e98","",7005018,"ชา Peach เย็น",1,67.3801
2022-09-09,"16:00:00  น.","bce53271","d7ba8398",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-09,"16:35:01  น.","296116d3","21265318",7004043,"ลาเต้เย็น",1,84.0231
2022-09-09,"16:35:01  น.","296116d3","21265318",7004054,"Add Oat Milk",1,25.7904
2022-09-09,"16:56:12  น.","05986ad5","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-09,"17:00:32  น.","60650172","60c86536",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0906
2022-09-09,"17:00:32  น.","60650172","60c86536",7023040,"L-สลัดหมูหลุมย่าง",1,138.0817
2022-09-09,"17:03:17  น.","f5e125d0","",7023041,"L-สลัดอกไก่ Low uric ย่าง",1,138.0817
2022-09-09,"17:03:17  น.","f5e125d0","",7023049,"สลัดแร็ปผักย่าง",1,117.2913
2022-09-09,"17:28:14  น.","3e1bf29e","c7fdcb60",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-09,"17:37:45  น.","ce62bd9b","",7023052,"สลัดแร็ปธัญพืช",1,117.2913
2022-09-09,"18:42:12  น.","61a76b45","e1c36e2c",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"18:42:12  น.","61a76b45","e1c36e2c",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-09,"19:26:25  น.","3fd998a9","",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-09,"19:33:58  น.","5a24f30e","",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-10,"10:32:54  น.","606d4265","df76a6e5",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"12:44:50  น.","72d8ed8b","e75f7079",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"17:03:16  น.","d8517826","38024e56",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.849
2022-09-10,"17:03:16  น.","d8517826","38024e56",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"13:13:37  น.","5abd5015","69291fb9",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"15:20:43  น.","d218649b","cad553cf",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"09:25:00  น.","26ba356c","325eee69",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",2,154.7158
2022-09-10,"14:17:15  น.","d5619d6a","825fe957",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8668
2022-09-10,"17:37:37  น.","ef6a65d3","13f7f9dd",7009018,"ลาเต้เย็น 240 ml#ขวด",2,154.7158
2022-09-10,"17:37:37  น.","ef6a65d3","13f7f9dd",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"18:06:24  น.","46593453","d1dd3a92",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"18:06:24  น.","46593453","d1dd3a92",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"13:24:23  น.","29217bed","46b9422f",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"18:45:47  น.","774e3eb7","607b0d97",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",2,154.7158
2022-09-10,"18:45:47  น.","774e3eb7","607b0d97",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"20:07:47  น.","62386e66","",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"15:02:21  น.","910e472b","4e6acfd6",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"12:19:44  น.","5213c2ba","6bb7cc7b",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"14:00:24  น.","64d336a2","",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8668
2022-09-10,"19:06:54  น.","61d62ae2","9a4880b9",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"13:58:24  น.","4f73057e","346d3f9d",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-10,"11:16:41  น.","5970cb09","",7023048,"สลัดอะโวคาโด",1,158.881
2022-09-10,"11:21:12  น.","67bc45c7","",7001050,"Good at Heart",1,104.8135
2022-09-10,"12:40:31  น.","475adce5","b01a7263",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8224
2022-09-10,"12:45:35  น.","4698b6d2","131dab5d",7004034,"อเมริกาโน่ร้อน",1,71.5453
2022-09-10,"14:15:10  น.","714ec178","71e6981f",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-10,"14:33:06  น.","488be76a","6455c3fe",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2824
